ID,CRED_LIMIT,SEX,EDUCATION,MARRIAGE,AGE
1067,46000,1,2,2,28
1068,40000,1,3,2,27
1069,18000,1,1,2,33
1070,24000,0,1,2,27
1071,4000,1,2,2,32
1072,42000,1,1,1,37
1073,16000,1,2,2,44
1074,14000,1,2,1,42
1075,46000,0,2,2,32
1076,4000,0,2,2,52
1077,20000,0,1,2,31
1078,16000,1,1,2,29
1079,42000,0,2,2,33
1080,26000,1,2,2,23
1081,14000,1,1,2,24
1082,42000,1,1,1,33
1083,40000,0,3,0,51
1084,8000,0,1,2,24
1085,16000,1,2,2,25
1086,4000,1,2,2,23
1087,2000,0,3,2,34
1088,12000,1,3,1,50
1089,58000,1,1,2,33
1090,10000,0,2,1,54
1091,4000,0,2,2,25
1092,4000,0,2,1,32
1093,10000,1,3,3,43
1094,100000,0,2,1,42
1095,2000,0,2,2,26
1096,10000,1,2,1,37
1097,24000,0,1,2,36
1098,60000,1,2,1,50
1099,18000,1,2,2,24
1100,18000,0,2,1,27
1101,36000,1,2,1,39
1102,72000,0,1,1,39
1103,32000,1,3,2,29
1104,4000,0,2,2,21
1105,72000,0,1,1,36
1106,46000,0,2,2,39
1107,42000,0,2,2,37
1108,40000,0,2,2,26
1109,10000,0,2,2,44
1110,56000,0,1,2,31
1111,100000,0,2,1,40
1112,6000,1,1,2,25
1113,72000,0,1,2,32
1114,14000,1,1,2,22
1115,4000,1,2,3,44
1116,12000,0,2,1,41
1117,10000,0,1,2,28
1118,10000,1,1,2,29
1119,32000,0,3,2,52
1120,12000,1,3,2,48
1121,32000,0,2,2,43
1122,34000,0,2,1,36
1123,72000,1,2,2,35
1124,26000,1,2,1,34
1125,4000,0,1,2,27
1126,46000,1,2,1,43
1127,44000,1,2,1,30
1128,10000,0,3,1,54
1129,62000,1,2,1,39
1130,70000,0,1,1,70
1131,40000,1,2,1,30
1132,96000,0,3,2,53
1133,36000,1,1,1,27
1134,4000,0,3,1,34
1135,10000,0,2,2,48
1136,42000,1,3,2,33
1137,30000,1,2,1,31
1138,10000,1,2,2,25
1139,38000,0,3,1,49
1140,84000,0,2,1,39
1141,68000,1,2,2,36
1142,12000,0,2,2,40
1143,6000,1,1,2,27
1144,32000,1,2,1,37
1145,4000,0,2,2,35
1146,24000,0,1,2,27
1147,24000,0,1,2,38
1148,72000,1,2,1,50
1149,64000,1,1,1,34
1150,4000,0,2,2,25
1151,46000,1,1,2,29
1152,10000,0,3,1,48
1153,8000,1,3,2,24
1154,24000,1,3,1,27
1155,22000,1,3,2,28
1156,4000,0,2,2,22
1157,10000,0,3,2,22
1158,10000,0,3,2,34
1159,72000,1,2,2,34
1160,48000,1,2,1,44
1161,10000,1,2,2,23
1162,100000,1,1,2,42
1163,22000,1,2,1,33
1164,46000,1,2,1,29
1165,4000,1,3,3,47
1166,20000,1,1,1,41
1167,68000,0,1,1,52
1168,10000,0,1,2,37
1169,62000,0,1,1,50
1170,48000,1,3,1,38
1171,10000,1,2,1,48
1172,30000,1,1,2,34
1173,6000,1,3,1,56
1174,60000,1,1,1,30
1175,10000,0,1,2,29
1176,24000,1,2,2,23
1177,6000,1,1,1,27
1178,6000,1,2,2,23
1179,30000,0,2,1,33
1180,22000,1,2,1,40
1181,10000,0,1,2,24
1182,46000,1,2,2,25
1183,32000,1,1,2,46
1184,10000,0,3,2,36
1185,24000,1,2,1,38
1186,48000,1,2,1,42
1187,4000,0,3,3,47
1188,10000,1,1,2,70
1189,10000,1,2,1,32
1190,20000,0,3,2,52
1191,110000,0,1,2,31
1192,90000,1,2,2,36
1193,16000,1,2,1,50
1194,10000,1,2,2,33
1195,36000,0,2,1,44
1196,48000,0,1,2,35
1197,96000,1,2,1,35
1198,30000,1,2,1,37
1199,22000,1,1,2,29
1200,10000,0,1,2,33
1201,24000,0,2,2,27
1202,30000,1,1,1,31
1203,52000,1,2,2,38
1204,50000,1,2,2,26
1205,20000,1,2,2,26
1206,54000,1,1,1,37
1207,78000,1,2,2,42
1208,42000,1,2,1,43
1209,60000,1,3,1,30
1210,38000,1,3,1,38
1211,26000,1,1,1,35
1212,64000,0,1,1,35
1213,4000,0,2,3,35
1214,72000,0,1,1,32
1215,18000,1,2,2,33
1216,6000,1,1,2,26
1217,48000,0,1,2,29
1218,34000,0,2,2,36
1219,36000,0,1,2,37
1220,4000,0,3,1,63
1221,10000,1,2,1,47
1222,28000,1,3,1,31
1223,10000,0,3,2,31
1224,20000,1,1,1,43
1225,50000,1,1,2,32
1226,16000,1,1,2,38
1227,16000,0,3,2,29
1228,10000,0,2,1,49
1229,6000,1,3,2,40
1230,6000,1,3,1,47
1231,40000,0,1,1,34
1232,20000,1,2,2,27
1233,40000,0,1,2,29
1234,10000,0,3,1,72
1235,10000,0,2,1,48
1236,44000,0,2,1,44
1237,48000,1,3,1,39
1238,10000,0,1,1,40
1239,34000,0,1,2,26
1240,6000,0,1,1,34
1241,60000,0,1,1,43
1242,20000,1,3,1,31
1243,30000,1,1,2,29
1244,10000,0,1,2,28
1245,4000,1,3,2,22
1246,10000,1,3,1,55
1247,6000,1,2,1,39
1248,100000,1,1,2,36
1249,56000,0,1,1,40
1250,6000,0,2,1,31
1251,40000,0,2,1,42
1252,20000,0,2,2,30
1253,4000,0,3,2,40
1254,10000,1,2,3,51
1255,58000,0,3,2,32
1256,44000,1,1,2,36
1257,10000,0,2,2,49
1258,60000,0,1,2,31
1259,58000,1,1,1,50
1260,10000,1,2,2,24
1261,44000,1,2,2,31
1262,30000,1,2,2,29
1263,40000,0,1,1,44
1264,24000,1,2,2,30
1265,46000,1,1,1,61
1266,4000,0,1,2,22
1267,4000,0,2,2,23
1268,10000,0,3,1,46
1269,58000,1,2,2,54
1270,30000,1,1,2,27
1271,38000,1,2,2,53
1272,50000,0,3,1,47
1273,4000,0,2,1,35
1274,36000,1,3,1,45
1275,60000,0,1,2,31
1276,10000,1,3,1,51
1277,14000,1,1,1,40
1278,64000,1,1,2,29
1279,12000,1,1,2,24
1280,4000,0,3,2,32
1281,62000,1,2,1,29
1282,46000,1,1,2,36
1283,40000,1,1,1,40
1284,62000,0,2,1,64
1285,36000,0,3,1,33
1286,78000,1,1,1,38
1287,10000,1,2,1,26
1288,28000,0,1,2,29
1289,34000,0,1,2,37
1290,10000,1,3,1,40
1291,50000,1,1,2,36
1292,18000,0,1,2,27
1293,32000,1,1,2,27
1294,72000,0,2,2,29
1295,66000,1,1,2,26
1296,12000,1,2,1,42
1297,2000,1,3,2,42
1298,14000,0,2,1,41
1299,50000,1,2,2,33
1300,26000,1,3,1,33
1301,26000,0,1,2,27
1302,26000,0,2,2,37
1303,16000,1,2,2,29
1304,76000,0,1,2,41
1305,4000,0,2,2,25
1306,28000,0,1,1,54
1307,36000,0,1,2,33
1308,18000,0,1,2,32
1309,32000,0,2,2,29
1310,10000,1,1,2,22
1311,50000,1,2,1,31
1312,24000,1,2,2,24
1313,24000,1,1,2,27
1314,2000,0,2,2,38
1315,12000,1,2,1,38
1316,12000,1,2,1,29
1317,26000,0,3,1,34
1318,26000,0,1,2,34
1319,72000,1,1,2,32
1320,10000,0,2,2,26
1321,58000,1,1,1,33
1322,40000,0,1,1,53
1323,100000,0,1,2,33
1324,26000,1,1,2,26
1325,6000,1,1,2,27
1326,14000,1,2,2,26
1327,40000,0,1,2,27
1328,10000,1,2,1,46
1329,10000,1,3,1,56
1330,36000,1,3,1,26
1331,10000,0,2,2,25
1332,16000,1,2,1,37
1333,66000,1,1,1,47
1334,8000,0,3,1,43
1335,16000,0,3,1,48
1336,90000,0,1,1,41
1337,6000,1,3,1,48
1338,16000,1,1,2,22
1339,80000,0,2,1,34
1340,44000,0,2,1,60
1341,56000,1,2,2,27
1342,10000,1,1,2,25
1343,22000,0,2,2,26
1344,40000,1,1,2,26
1345,78000,1,1,2,33
1346,80000,1,1,2,29
1347,40000,0,1,2,34
1348,56000,0,2,1,33
1349,46000,1,1,2,27
1350,26000,0,3,2,28
1351,32000,1,2,1,35
1352,24000,0,3,1,47
1353,4000,1,1,2,31
1354,90000,0,1,2,31
1355,50000,0,2,1,30
1356,30000,1,2,2,27
1357,28000,0,2,2,35
1358,100000,1,1,2,46
1359,10000,0,2,2,53
1360,20000,0,2,2,39
1361,40000,1,2,2,27
1362,16000,0,1,2,23
1363,32000,0,1,1,40
1364,36000,1,2,1,44
1365,36000,1,1,2,41
1366,24000,0,1,1,54
1367,22000,1,1,2,29
1368,40000,1,3,2,30
1369,14000,1,3,1,23
1370,72000,1,2,2,30
1371,10000,0,3,1,32
1372,76000,1,2,1,39
1373,10000,0,2,2,24
1374,54000,0,6,2,32
1375,92000,0,1,2,32
1376,12000,0,3,2,24
1377,10000,1,2,2,37
1378,4000,1,1,2,22
1379,58000,1,2,1,40
1380,32000,1,3,1,51
1381,14000,1,2,1,31
1382,40000,1,1,2,39
1383,4000,0,1,2,41
1384,42000,0,1,2,48
1385,36000,1,3,1,39
1386,6000,0,2,2,26
1387,30000,0,1,2,30
1388,30000,0,1,2,28
1389,62000,1,1,2,30
1390,30000,1,1,2,33
1391,40000,1,1,2,27
1392,44000,1,2,1,54
1393,108000,1,1,2,34
1394,56000,0,2,2,30
1395,10000,0,1,1,39
1396,4000,1,2,2,24
1397,2000,0,2,2,35
1398,10000,1,2,2,24
1399,84000,1,2,2,35
1400,10000,1,2,2,23
1401,10000,0,2,1,46
1402,32000,1,3,1,41
1403,8000,1,2,1,23
1404,10000,1,1,2,26
1405,26000,1,3,2,32
1406,6000,1,2,2,22
1407,42000,1,2,1,32
1408,10000,0,2,1,38
1409,62000,0,2,1,29
1410,6000,1,2,2,47
1411,18000,1,3,1,40
1412,30000,1,2,1,34
1413,16000,1,3,2,65
1414,20000,1,1,2,28
1415,2000,0,2,2,33
1416,34000,1,2,1,41
1417,18000,1,2,1,32
1418,42000,1,3,2,36
1419,30000,0,1,1,30
1420,16000,1,1,2,30
1421,26000,1,1,1,38
1422,32000,0,1,1,41
1423,50000,0,2,2,31
1424,100000,1,2,1,42
1425,10000,1,2,1,44
1426,6000,1,2,2,22
1427,22000,1,2,2,42
1428,62000,1,1,2,32
1429,116000,0,2,1,37
1430,68000,1,1,1,36
1431,58000,1,1,2,29
1432,6000,0,2,2,36
1433,16000,1,1,2,29
1434,34000,1,1,2,31
1435,20000,0,2,1,42
1436,90000,0,2,2,37
1437,48000,1,1,2,29
1438,22000,1,2,2,28
1439,48000,1,2,2,26
1440,4000,0,2,1,33
1441,20000,1,1,1,51
1442,60000,0,1,2,32
1443,72000,1,1,2,30
1444,44000,0,1,2,28
1445,94000,1,2,2,26
1446,24000,1,1,2,26
1447,10000,0,2,2,35
1448,94000,0,2,1,49
1449,4000,1,1,2,24
1450,52000,1,1,2,36
1451,4000,0,1,1,39
1452,92000,1,2,2,35
1453,4000,1,1,2,24
1454,72000,1,2,2,27
1455,18000,0,1,1,30
1456,36000,1,1,2,26
1457,72000,0,3,1,53
1458,44000,0,2,2,30
1459,44000,0,1,2,34
1460,2000,1,1,2,27
1461,64000,0,1,1,33
1462,18000,0,2,2,39
1463,36000,0,1,1,50
1464,20000,0,1,1,36
1465,68000,0,2,1,41
1466,10000,0,1,2,22
1467,2000,0,2,2,41
1468,44000,1,1,1,42
1469,20000,1,2,2,37
1470,14000,1,3,1,57
1471,6000,1,2,2,37
1472,26000,1,3,2,53
1473,4000,0,2,2,32
1474,30000,1,1,1,38
1475,10000,1,2,2,26
1476,34000,1,3,1,37
1477,14000,0,1,2,30
1478,40000,1,1,2,43
1479,4000,0,2,1,40
1480,40000,0,2,1,41
1481,34000,0,2,2,26
1482,20000,1,1,2,27
1483,36000,0,2,2,31
1484,46000,1,3,2,26
1485,100000,1,1,1,35
1486,30000,1,1,1,38
1487,16000,1,3,2,40
1488,16000,0,1,2,37
1489,46000,1,2,2,24
1490,10000,1,2,2,49
1491,2000,1,1,2,25
1492,28000,0,2,2,34
1493,10000,0,2,2,42
1494,72000,0,1,2,65
1495,116000,0,3,1,67
1496,62000,1,1,1,43
1497,36000,1,1,2,43
1498,12000,1,1,2,24
1499,8000,1,3,1,59
1500,44000,0,2,1,32
1501,2000,0,2,2,22
1502,4000,0,1,1,52
1503,10000,1,2,2,33
1504,64000,1,2,2,35
1505,4000,0,2,2,34
1506,68000,0,1,1,49
1507,72000,1,2,1,32
1508,60000,1,2,1,33
1509,30000,0,1,1,51
1510,4000,1,2,2,40
1511,6000,1,3,1,35
1512,78000,1,3,1,38
1513,4000,1,2,2,22
1514,40000,0,2,1,42
1515,10000,1,2,1,36
1516,46000,1,2,1,38
1517,38000,1,2,2,31
1518,20000,1,1,1,39
1519,28000,0,2,2,41
1520,4000,1,2,1,42
1521,72000,0,1,2,32
1522,14000,0,2,2,31
1523,6000,1,2,1,24
1524,64000,1,2,2,30
1525,100000,1,1,1,34
1526,48000,1,1,1,27
1527,24000,1,2,1,39
1528,50000,1,1,2,32
1529,36000,1,2,1,39
1530,40000,1,3,1,53
1531,24000,1,1,2,29
1532,46000,0,2,1,38
1533,10000,1,2,2,28
1534,26000,0,2,2,32
1535,22000,0,2,2,26
1536,24000,1,1,2,25
1537,24000,1,1,2,28
1538,42000,1,2,1,40
1539,10000,0,3,2,27
1540,28000,1,2,2,42
1541,28000,0,3,1,37
1542,26000,0,3,1,46
1543,16000,1,2,2,30
1544,10000,1,3,1,51
1545,44000,0,2,1,48
1546,52000,1,2,1,28
1547,64000,0,1,2,40
1548,28000,0,1,2,55
1549,36000,0,2,1,26
1550,16000,0,4,2,23
1551,16000,0,1,2,33
1552,6000,0,3,1,50
1553,24000,1,2,1,26
1554,4000,0,2,1,29
1555,10000,0,2,2,40
1556,50000,0,2,1,50
1557,36000,1,1,2,27
1558,4000,0,3,1,49
1559,30000,0,2,1,55
1560,46000,0,1,1,43
1561,14000,1,1,2,24
1562,32000,1,1,1,33
1563,34000,0,2,1,37
1564,42000,1,3,1,39
1565,46000,0,1,2,28
1566,16000,1,2,1,39
1567,18000,1,2,1,54
1568,18000,1,1,1,41
1569,54000,0,2,2,31
1570,4000,0,3,2,23
1571,16000,1,5,2,34
1572,30000,1,2,1,36
1573,16000,1,3,1,37
1574,26000,1,2,1,47
1575,10000,1,1,2,24
1576,52000,1,2,1,34
1577,28000,1,1,2,35
1578,36000,0,1,2,30
1579,50000,0,1,1,71
1580,4000,0,1,2,23
1581,24000,1,1,1,38
1582,32000,1,2,1,49
1583,12000,1,2,2,22
1584,64000,0,2,1,41
1585,10000,1,2,1,43
1586,10000,0,2,2,33
1587,16000,1,2,1,44
1588,46000,0,2,2,27
1589,4000,0,3,2,43
1590,72000,0,2,2,42
1591,18000,1,1,2,28
1592,32000,1,2,1,34
1593,44000,1,1,2,27
1594,70000,0,1,2,42
1595,24000,1,1,2,29
1596,20000,1,2,1,31
1597,10000,1,3,2,52
1598,68000,1,1,2,26
1599,10000,0,2,2,42
1600,10000,0,2,2,31
1601,18000,1,1,2,27
1602,50000,0,2,2,27
1603,10000,0,1,2,23
1604,60000,1,2,1,36
1605,52000,0,1,1,43
1606,12000,1,1,2,22
1607,28000,0,3,1,41
1608,4000,0,3,1,41
1609,4000,1,2,1,27
1610,34000,0,4,1,28
1611,10000,0,2,2,26
1612,12000,0,1,1,49
1613,46000,1,1,2,29
1614,30000,0,1,2,24
1615,14000,0,2,2,51
1616,30000,0,1,2,25
1617,22000,1,1,2,29
1618,58000,1,1,2,25
1619,62000,1,2,2,42
1620,44000,0,1,1,54
1621,46000,1,2,1,62
1622,72000,0,1,1,52
1623,4000,0,1,2,30
1624,72000,1,2,2,35
1625,72000,1,2,1,38
1626,80000,0,2,1,49
1627,36000,0,2,1,35
1628,46000,1,1,2,30
1629,46000,0,1,1,34
1630,10000,0,2,1,53
1631,54000,0,1,2,36
1632,68000,0,1,1,53
1633,64000,0,2,2,35
1634,100000,1,2,2,36
1635,24000,1,3,2,55
1636,62000,0,1,2,37
1637,22000,1,3,2,31
1638,30000,1,1,1,55
1639,10000,0,1,1,42
1640,54000,0,2,1,27
1641,6000,0,1,1,57
1642,4000,0,2,2,24
1643,10000,1,2,2,22
1644,40000,1,1,2,29
1645,100000,0,1,1,38
1646,38000,0,2,1,43
1647,10000,0,2,2,23
1648,2000,0,3,2,22
1649,200000,1,1,1,47
1650,4000,0,2,1,37
1651,28000,1,1,2,30
1652,42000,1,1,1,45
1653,12000,0,1,2,30
1654,6000,0,2,1,33
1655,28000,1,2,1,37
1656,24000,1,2,2,32
1657,16000,0,1,1,45
1658,10000,1,2,1,41
1659,100000,0,1,2,30
1660,2000,0,2,2,21
1661,42000,0,2,2,25
1662,40000,1,1,1,38
1663,60000,1,1,2,36
1664,22000,0,2,2,24
1665,68000,1,1,1,41
1666,10000,1,2,1,32
1667,22000,0,3,2,63
1668,32000,0,1,2,32
1669,90000,0,1,1,38
1670,12000,0,1,2,31
1671,4000,1,2,1,24
1672,12000,1,2,2,29
1673,34000,1,2,1,38
1674,46000,1,1,2,49
1675,16000,1,1,2,25
1676,24000,1,3,1,50
1677,28000,1,2,1,26
1678,10000,0,2,2,24
1679,36000,1,1,1,35
1680,60000,1,1,2,35
1681,76000,1,1,1,45
1682,18000,1,3,2,27
1683,18000,1,3,2,28
1684,48000,0,1,1,34
1685,36000,1,3,1,32
1686,56000,0,2,1,36
1687,24000,1,1,2,30
1688,110000,1,2,1,32
1689,10000,1,2,1,36
1690,28000,1,2,1,35
1691,2000,0,3,2,48
1692,6000,1,2,2,24
1693,6000,1,2,2,25
1694,40000,1,2,2,36
1695,40000,1,3,2,28
1696,16000,1,2,2,37
1697,20000,0,3,2,30
1698,16000,1,2,2,25
1699,70000,1,1,2,27
1700,10000,1,2,2,26
1701,46000,1,2,1,33
1702,6000,0,2,1,39
1703,14000,1,2,2,24
1704,30000,1,1,1,44
1705,72000,0,1,2,35
1706,42000,1,2,1,56
1707,36000,1,2,2,48
1708,42000,0,1,1,40
1709,32000,1,3,1,53
1710,40000,1,2,1,35
1711,4000,1,2,2,41
1712,100000,0,3,1,56
1713,14000,1,1,2,29
1714,10000,1,3,1,49
1715,36000,0,1,1,37
1716,46000,1,2,2,33
1717,14000,0,2,2,28
1718,6000,0,3,2,39
1719,18000,0,3,1,35
1720,16000,1,3,1,43
1721,72000,1,1,1,46
1722,40000,1,1,1,32
1723,60000,1,3,2,38
1724,100000,0,1,1,37
1725,16000,1,2,2,33
1726,40000,1,1,1,44
1727,46000,1,1,1,30
1728,36000,0,2,2,32
1729,16000,0,2,1,26
1730,44000,1,1,1,44
1731,6000,1,1,2,30
1732,6000,0,2,2,25
1733,30000,0,2,1,40
1734,36000,0,2,2,26
1735,6000,0,1,2,56
1736,48000,1,1,2,28
1737,30000,1,3,1,43
1738,36000,1,1,1,47
1739,10000,0,2,1,46
1740,6000,1,3,3,60
1741,10000,0,2,1,24
1742,6000,1,2,1,39
1743,18000,0,2,2,30
1744,40000,1,2,2,39
1745,10000,0,3,2,52
1746,10000,1,2,2,41
1747,40000,1,2,2,23
1748,18000,1,2,1,36
1749,18000,1,1,2,29
1750,2000,0,1,2,23
1751,42000,1,1,1,38
1752,10000,1,1,1,29
1753,10000,1,2,1,28
1754,46000,1,3,1,45
1755,48000,0,2,1,36
1756,16000,0,2,2,25
1757,28000,1,3,2,33
1758,16000,0,5,1,29
1759,80000,0,2,1,34
1760,4000,0,3,3,46
1761,52000,1,2,2,25
1762,6000,0,1,2,28
1763,26000,0,2,2,27
1764,116000,0,1,1,42
1765,4000,0,2,1,34
1766,36000,1,1,2,32
1767,18000,0,2,2,25
1768,88000,1,1,1,54
1769,56000,1,2,1,52
1770,60000,0,2,2,35
1771,4000,1,2,1,41
1772,16000,1,2,2,26
1773,44000,0,1,2,34
1774,42000,1,2,1,44
1775,26000,0,3,2,49
1776,24000,1,1,2,25
1777,92000,1,2,1,33
1778,46000,1,1,1,42
1779,6000,1,2,2,23
1780,10000,1,3,1,39
1781,50000,1,1,2,29
1782,8000,0,2,1,38
1783,46000,0,2,1,35
1784,42000,0,1,2,33
1785,100000,1,1,1,41
1786,22000,1,2,2,28
1787,80000,0,1,1,44
1788,12000,0,2,1,35
1789,20000,0,3,1,47
1790,46000,1,2,2,42
1791,22000,1,2,1,43
1792,78000,0,1,1,47
1793,30000,1,2,2,39
1794,100000,0,1,2,32
1795,10000,0,3,1,32
1796,4000,1,3,2,49
1797,22000,1,3,1,27
1798,40000,0,2,1,29
1799,10000,1,2,1,47
1800,52000,0,2,2,28
1801,36000,0,2,1,30
1802,66000,1,1,1,29
1803,64000,0,1,2,32
1804,4000,0,2,2,38
1805,10000,1,3,2,43
1806,84000,0,2,2,31
1807,42000,1,2,2,35
1808,32000,1,2,1,42
1809,72000,0,1,2,35
1810,6000,0,2,3,50
1811,10000,0,2,2,27
1812,6000,1,2,2,24
1813,56000,1,2,2,24
1814,6000,1,3,2,24
1815,60000,1,1,1,51
1816,36000,1,1,2,35
1817,4000,1,2,1,24
1818,4000,1,2,1,47
1819,12000,0,1,2,29
1820,4000,0,2,2,22
1821,10000,0,1,2,33
1822,16000,0,1,1,47
1823,34000,1,2,2,24
1824,26000,0,1,2,27
1825,6000,1,2,1,34
1826,20000,1,1,2,36
1827,30000,1,1,1,49
1828,20000,1,3,1,24
1829,6000,0,2,2,24
1830,24000,1,3,1,48
1831,32000,1,1,2,40
1832,68000,1,1,1,35
1833,6000,1,3,1,42
1834,10000,0,2,1,54
1835,40000,0,2,2,25
1836,10000,1,2,2,41
1837,26000,1,2,1,29
1838,58000,0,1,1,57
1839,68000,0,3,1,40
1840,36000,1,1,2,28
1841,12000,1,1,2,23
1842,92000,0,1,1,35
1843,100000,0,1,1,51
1844,6000,1,2,1,44
1845,50000,1,2,1,41
1846,56000,1,1,2,26
1847,6000,1,2,2,26
1848,4000,0,2,2,27
1849,76000,1,3,1,56
1850,20000,1,3,1,29
1851,16000,1,1,2,25
1852,44000,0,1,2,31
1853,34000,1,2,2,26
1854,4000,0,1,2,29
1855,20000,1,3,1,38
1856,10000,1,3,1,47
1857,6000,1,3,2,25
1858,10000,0,3,1,53
1859,32000,0,2,2,37
1860,28000,1,2,1,28
1861,4000,0,2,2,23
1862,10000,0,3,1,51
1863,16000,1,2,1,23
1864,16000,1,2,2,27
1865,42000,1,1,2,39
1866,40000,0,2,1,46
1867,22000,1,2,1,33
1868,2000,0,2,2,23
1869,60000,0,1,2,31
1870,72000,1,1,1,39
1871,58000,1,2,1,32
1872,60000,0,1,1,47
1873,60000,1,1,2,28
1874,42000,1,3,2,45
1875,68000,1,1,2,26
1876,66000,0,1,1,34
1877,44000,1,1,2,28
1878,52000,0,1,2,30
1879,36000,0,2,2,30
1880,40000,0,2,1,44
1881,4000,0,2,2,48
1882,12000,0,1,2,25
1883,6000,0,3,1,28
1884,84000,1,1,1,37
1885,68000,0,1,1,34
1886,54000,0,2,1,38
1887,46000,1,1,2,25
1888,10000,1,2,1,33
1889,46000,1,1,2,28
1890,20000,1,2,2,24
1891,30000,1,2,1,47
1892,10000,0,3,2,28
1893,14000,1,2,2,30
1894,4000,0,2,2,23
1895,10000,1,2,2,25
1896,78000,0,3,1,49
1897,18000,1,1,2,27
1898,2000,0,2,2,22
1899,48000,0,3,1,35
1900,36000,1,1,2,29
1901,14000,1,2,2,23
1902,4000,0,3,1,46
1903,52000,1,2,1,36
1904,32000,0,2,1,26
1905,4000,0,1,1,49
1906,42000,0,3,1,37
1907,20000,1,1,1,35
1908,46000,1,2,1,34
1909,4000,0,2,2,25
1910,8000,0,1,2,24
1911,4000,0,3,2,26
1912,28000,0,2,2,32
1913,10000,0,3,2,23
1914,16000,0,2,2,28
1915,4000,1,3,1,31
1916,42000,1,1,2,26
1917,30000,1,1,1,30
1918,40000,0,1,2,28
1919,40000,1,1,2,28
1920,16000,1,1,2,28
1921,62000,1,1,2,32
1922,42000,0,1,2,29
1923,4000,1,2,1,32
1924,2000,1,1,2,23
1925,50000,1,1,2,30
1926,42000,0,2,1,48
1927,2000,0,2,2,54
1928,12000,1,3,1,59
1929,2000,1,1,2,31
1930,40000,1,1,1,41
1931,24000,1,1,2,29
1932,36000,0,1,1,48
1933,12000,1,3,1,42
1934,16000,0,2,1,27
1935,4000,1,3,2,22
1936,72000,1,2,2,31
1937,28000,1,1,2,43
1938,72000,1,1,1,33
1939,6000,1,1,2,22
1940,20000,0,2,2,25
1941,26000,1,1,2,32
1942,48000,1,2,2,34
1943,42000,1,2,1,35
1944,6000,1,2,2,22
1945,96000,0,1,1,49
1946,18000,1,6,2,49
1947,4000,0,3,2,41
1948,32000,1,2,2,27
1949,18000,1,2,2,24
1950,100000,0,1,1,43
1951,26000,1,3,2,36
1952,50000,0,3,1,62
1953,68000,0,1,2,30
1954,12000,0,3,2,24
1955,10000,0,2,1,47
1956,98000,0,3,1,51
1957,4000,1,2,1,26
1958,110000,0,2,1,47
1959,2000,0,2,2,32
1960,46000,1,2,2,25
1961,6000,0,2,1,39
1962,90000,1,1,1,37
1963,76000,0,3,1,44
1964,10000,1,2,1,31
1965,30000,1,2,1,42
1966,10000,1,2,2,44
1967,42000,1,1,2,39
1968,20000,0,2,2,38
1969,100000,0,1,1,45
1970,6000,1,3,1,58
1971,10000,1,2,2,23
1972,84000,1,2,1,36
1973,6000,1,2,1,32
1974,16000,1,3,1,55
1975,66000,0,1,2,45
1976,10000,0,2,1,30
1977,42000,1,1,1,34
1978,26000,0,2,2,31
1979,78000,0,1,2,28
1980,28000,1,1,1,33
1981,16000,1,3,1,35
1982,10000,1,3,1,42
1983,72000,0,1,1,39
1984,34000,1,2,1,49
1985,10000,0,2,2,41
1986,42000,0,1,2,31
1987,28000,0,2,1,37
1988,30000,1,1,2,37
1989,52000,1,1,2,25
1990,34000,1,1,2,26
1991,62000,1,1,2,35
1992,52000,1,1,1,35
1993,20000,0,1,2,27
1994,8000,1,2,1,25
1995,10000,0,3,1,41
1996,40000,0,1,2,29
1997,64000,1,2,1,53
1998,36000,0,2,1,46
1999,10000,1,2,2,36
2000,10000,1,2,2,22
2001,24000,1,1,1,38
2002,6000,0,2,2,34
2003,2000,0,5,1,43
2004,64000,1,1,1,38
2005,6000,1,2,2,41
2006,94000,0,2,2,29
2007,4000,0,2,1,60
2008,24000,0,1,1,51
2009,30000,1,1,2,37
2010,4000,0,2,2,40
2011,34000,1,3,1,36
2012,30000,1,1,2,34
2013,56000,1,1,2,32
2014,12000,0,1,1,42
2015,20000,0,3,1,44
2016,100000,1,1,1,44
2017,58000,1,1,2,30
2018,32000,1,1,2,31
2019,50000,1,2,1,35
2020,70000,0,1,1,42
2021,20000,1,2,1,22
2022,90000,1,1,1,36
2023,4000,1,3,2,40
2024,6000,1,3,2,26
2025,6000,0,2,1,36
2026,2000,0,3,2,23
2027,10000,1,3,2,47
2028,26000,1,2,2,23
2029,10000,1,3,2,22
2030,36000,1,2,2,25
2031,12000,1,2,2,24
2032,40000,0,1,2,26
2033,6000,1,3,2,23
2034,72000,1,1,1,37
2035,12000,1,1,1,39
2036,10000,1,2,2,28
2037,10000,1,2,1,31
2038,14000,1,1,2,24
2039,62000,0,1,2,44
2040,30000,0,1,1,49
2041,24000,1,1,2,30
2042,20000,1,1,2,33
2043,36000,1,3,1,47
2044,4000,1,3,1,51
2045,16000,1,2,2,25
2046,40000,0,2,2,27
2047,6000,0,3,1,42
2048,50000,1,2,2,40
2049,50000,0,1,2,31
2050,28000,1,1,2,25
2051,34000,1,2,2,31
2052,28000,1,1,1,37
2053,10000,1,2,1,28
2054,48000,1,2,1,47
2055,44000,0,1,1,53
2056,14000,1,2,1,28
2057,18000,0,2,2,28
2058,40000,1,1,2,27
2059,48000,0,3,1,55
2060,62000,1,3,2,28
2061,58000,1,2,1,38
2062,52000,0,2,1,43
2063,24000,0,1,1,43
